Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2024-10-22 00:00:00+05:30,1934.0,1970.0,1807.0,1819.5999755859375,1802.1453857421875,28619978,0.0,0.0
2024-10-23 00:00:00+05:30,1815.199951171875,1928.9000244140625,1810.0,1896.8499755859375,1878.6544189453125,7729113,0.0,0.0
2024-10-24 00:00:00+05:30,1927.949951171875,1933.8499755859375,1853.449951171875,1871.199951171875,1853.2503662109375,3271622,0.0,0.0
2024-10-25 00:00:00+05:30,1871.0,1884.25,1783.0,1843.75,1826.063720703125,3219776,0.0,0.0
2024-10-28 00:00:00+05:30,1843.75,1848.6500244140625,1795.0,1803.3499755859375,1786.05126953125,1341337,0.0,0.0
2024-10-29 00:00:00+05:30,1807.949951171875,1807.949951171875,1752.0,1758.5,1741.6314697265625,2446675,0.0,0.0
2024-10-30 00:00:00+05:30,1769.949951171875,1843.0999755859375,1760.6500244140625,1832.050048828125,1814.47607421875,1516619,0.0,0.0
2024-10-31 00:00:00+05:30,1823.0,1842.949951171875,1815.1500244140625,1822.550048828125,1805.067138671875,522279,0.0,0.0
2024-11-01 00:00:00+05:30,1825.0,1848.0,1825.0,1832.300048828125,1814.7236328125,158166,0.0,0.0
2024-11-04 00:00:00+05:30,1832.25,1841.0,1796.0999755859375,1814.449951171875,1797.0447998046875,926694,0.0,0.0
2024-11-05 00:00:00+05:30,1802.3499755859375,1840.0,1800.0,1828.25,1810.71240234375,889751,0.0,0.0
2024-11-06 00:00:00+05:30,1826.0,1868.4000244140625,1823.0999755859375,1853.5,1835.72021484375,903413,0.0,0.0
2024-11-07 00:00:00+05:30,1841.6500244140625,1849.9000244140625,1826.0,1833.6500244140625,1816.0606689453125,650585,0.0,0.0
2024-11-08 00:00:00+05:30,1830.199951171875,1847.5999755859375,1809.5999755859375,1840.1500244140625,1822.498291015625,577813,0.0,0.0
2024-11-11 00:00:00+05:30,1830.0,1865.0,1820.0,1822.050048828125,1804.572021484375,445794,0.0,0.0
2024-11-12 00:00:00+05:30,1826.199951171875,1842.25,1772.199951171875,1803.949951171875,1786.6455078125,1069276,0.0,0.0
2024-11-13 00:00:00+05:30,1787.0,1795.0,1714.0,1739.949951171875,1723.2593994140625,1500153,0.0,0.0
2024-11-14 00:00:00+05:30,1749.949951171875,1779.0,1716.0999755859375,1765.75,1748.81201171875,580587,0.0,0.0
2024-11-18 00:00:00+05:30,1751.9000244140625,1759.0,1688.5,1729.800048828125,1713.2069091796875,1599438,0.0,0.0
2024-11-19 00:00:00+05:30,1733.0,1849.0,1729.0,1829.800048828125,1812.2476806640625,1824631,0.0,0.0
2024-11-21 00:00:00+05:30,1819.949951171875,1859.0,1786.050048828125,1825.550048828125,1808.0384521484375,1171989,0.0,0.0
2024-11-22 00:00:00+05:30,1825.550048828125,1838.0,1811.25,1830.199951171875,1812.6436767578125,436515,0.0,0.0
2024-11-25 00:00:00+05:30,1835.050048828125,1860.0,1832.050048828125,1853.3499755859375,1835.5716552734375,791187,0.0,0.0
2024-11-26 00:00:00+05:30,1854.9000244140625,1911.0,1853.3499755859375,1880.0,1861.966064453125,825461,0.0,0.0
2024-11-27 00:00:00+05:30,1905.300048828125,1926.5999755859375,1895.0,1907.449951171875,1889.1527099609375,894423,0.0,0.0
2024-11-28 00:00:00+05:30,1890.0,1917.800048828125,1874.1500244140625,1902.6500244140625,1884.3988037109375,692877,0.0,0.0
2024-11-29 00:00:00+05:30,1905.199951171875,1939.0,1897.050048828125,1916.550048828125,1898.16552734375,1301843,0.0,0.0
2024-12-02 00:00:00+05:30,1875.0,1915.449951171875,1870.25,1880.9000244140625,1862.857421875,476433,0.0,0.0
2024-12-03 00:00:00+05:30,1885.0,1889.8499755859375,1825.5,1849.199951171875,1831.46142578125,961607,0.0,0.0
2024-12-04 00:00:00+05:30,1840.25,1877.0,1840.25,1872.199951171875,1854.2408447265625,640379,0.0,0.0
